HGNC:60	ABCC9	abc37|abcc9|abcc9 gene|atfb12|atp binding cassette subfamily c member 9|cantu|cmd1o|idmys|sulfonylurea receptor 2|sur2	10060
HGNC:61	ABCD1	abc42|abcd1|abcd1 gene|adrenoleukodystrophy|ald|aldp|amn|atp binding cassette subfamily d member 1	215
HGNC:66	ABCD2	abc39|abcd2|abcd2 gene|aldl1|aldr|aldrp|atp binding cassette subfamily d member 2|haldr	225
HGNC:67	ABCD3	abc43|abcd3|abcd3 gene|atp binding cassette subfamily d member 3|cbas5|peroxisomal membrane protein 70 kda|pmp70|pxmp1|zws2	5825
HGNC:68	ABCD4	abc41|abcd4|abcd4 gene|atp binding cassette subfamily d member 4|est352188|mahcj|p70r|p79r|pmp69|pxmp1l	5826
HGNC:69	ABCE1	abc38|abce1|abce1 gene|atp binding cassette subfamily e member 1|oabp|rli|rli1|rnase l inhibitor 1|rnasel1|rnaseli|rns4i	6059
HGNC:70	ABCF1	abc27|abc50|abcf1|abcf1 gene|atp binding cassette subfamily f member 1|est123147	23
HGNC:71	ABCF2	abc28|abcf2|abcf2 gene|atp binding cassette subfamily f member 2|est133090|hussy-18|hussy18|m-abc1	10061
HGNC:72	ABCF3	abcf3|abcf3 gene|atp binding cassette subfamily f member 3|est201864	55324
HGNC:73	ABCG1	abc8|abcg1|abcg1 gene|atp binding cassette subfamily g member 1|atp-binding cassette transporter 8|white1	9619
HGNC:74	ABCG2	abc15|abcg2|abcg2 gene|abcp|atp binding cassette subfamily g member 2 (junior blood group)|bcrp|bcrp1|bmdp|cd338|cdw338|cdw388|est157481|gout1|mrx|mxr|mxr-1|mxr1|uaqtl1	9429
HGNC:76	ABL1	abl|abl1|abl1 gene|bcr-abl|bcr/abl|c-abl|c-abl1|chdskm|jtk7|v-abl|v-abl abelson murine leukemia viral oncogene homolog 1	25
HGNC:77	ABL2	abelson-related|abelson-related gene|abl2|abl2 gene|abll|v-abl abelson murine leukemia viral oncogene homolog 2	27
HGNC:78	ABLIM1	ablim|ablim-1|ablim1|ablim1 gene|actin binding lim protein 1|limab1|limatin	3983
HGNC:79	ABO	a3galnt|a3galt1|abo|abo gene|gtb|nagat	28
HGNC:80	AOC1	abp|abp1|amiloride binding protein 1 (amine oxidase (copper-containing))|amine oxidase copper containing 1|aoc1|aoc1 gene|dao|dao1|diamine oxidase|kao	26
HGNC:81	ABR	abr|abr activator of rhogef and gtpase|abr gene|active bcr-related|active bcr-related gene|mdb	29
HGNC:82	ACAA1	acaa|acaa1|acaa1 gene|acetyl-coa acyltransferase 1|acetyl-coenzyme a acyltransferase 1|lnc-myd88|peroxisomal 3-oxoacyl-coenzyme a thiolase|pthio|thio	30
HGNC:83	ACAA2	acaa2|acaa2 gene|acetyl-coa acyltransferase 2|acetyl-coenzyme a acyltransferase 2|dsaec|mitochondrial 3-oxoacyl-coenzyme a thiolase	10449
HGNC:84	ACACA	acac|acac1|acaca|acaca gene|acacad|acacalpha|acc-alpha|acc1|accalpha|acetyl-coa carboxylase 1|acetyl-coa carboxylase alpha|acetyl-coenzyme a carboxylase alpha|hacc1	31
HGNC:85	ACACB	acacb|acacb gene|acacbeta|acc-beta|acc2|accb|accbeta|acetyl-coa carboxylase 2|acetyl-coa carboxylase beta|acetyl-coenzyme a carboxylase beta|hacc275	32
HGNC:87	ACAD8	acad-8|acad8|acad8 gene|acyl-coa dehydrogenase family member 8|arc42|ibdh|isobutyryl-coa dehydrogenase	27034
HGNC:88	ACADL	acad4|acadl|acadl gene|acyl-coa dehydrogenase long chain|lcad|long-chain acyl-coa dehydrogenase	33
HGNC:89	ACADM	acad1|acadm|acadm gene|acyl-coa dehydrogenase medium chain|mcad|mcadh|medium-chain acyl-coa dehydrogenase	34
HGNC:90	ACADS	acad3|acads|acads gene|acyl-coa dehydrogenase short chain|scad	35
HGNC:91	ACADSB	2-mebcad|acad7|acadsb|acadsb gene|acyl-coa dehydrogenase short/branched chain|sbcad	36
HGNC:92	ACADVL	acad6|acadvl|acadvl gene|acyl-coa dehydrogenase very long chain|lcacd|vlcad	37
HGNC:93	ACAT1	acat|acat1|acat1 gene|acetoacetyl coenzyme a thiolase|acetyl-coa acetyltransferase 1|acetyl-coenzyme a acetyltransferase 1|thil	38
HGNC:94	ACAT2	acat2|acat2 gene|acetoacetyl coenzyme a thiolase|acetyl-coa acetyltransferase 2|acetyl-coenzyme a acetyltransferase 2|acetyl-coenzyme a acetyltransferase 2 (acetoacetyl coenzyme a thiolase)	39
HGNC:95	SLC33A1	acatn|acetyl-coenzyme a transporter|at-1|at1|cchlnd|slc33a1|slc33a1 gene|solute carrier family 33 member 1|spastic paraplegia 42 (autosomal dominant)|spg42	9197
HGNC:99	ASIC2	accn|accn1|acid sensing ion channel subunit 2|acid-sensing (proton-gated) ion channel 2|asic2|asic2 gene|asic2a|bnac1|degenerin|hbnac1|mdeg	40
HGNC:100	ASIC1	accn2|acid sensing (proton gated) ion channel 1|acid sensing ion channel subunit 1|acid-sensing (proton-gated) ion channel 1|asic|asic1|asic1 gene|bnac2|hbnac2	41
HGNC:101	ASIC3	accn3|acid sensing ion channel subunit 3|acid-sensing (proton-gated) ion channel 3|asic3|asic3 gene|drasic|slnac1|testis sodium channel 1|tnac1	9311
HGNC:102	CNNM1	acdp1|clp-1|cnnm1|cnnm1 gene|cyclin and cbs domain divalent metal cation transport mediator 1|cyclin m1	26507
HGNC:103	CNNM2	acdp2|cnnm2|cnnm2 gene|cyclin and cbs domain divalent metal cation transport mediator 2|cyclin m2|homg6|homgsmr	54805
HGNC:104	CNNM3	acdp3|cnnm3|cnnm3 gene|cyclin and cbs domain divalent metal cation transport mediator 3|cyclin m3	26505
HGNC:105	CNNM4	acdp4|cnnm4|cnnm4 gene|cyclin and cbs domain divalent metal cation transport mediator 4|cyclin m4|kiaa1592	26504
HGNC:108	ACHE	acee|acetylcholinesterase (cartwright blood group)|acetylcholinesterase (yt blood group)|ache|ache gene|arache|n-ache|yt blood group	43
HGNC:115	ACLY	acl|acly|acly gene|atp citrate lyase|atp citrate synthase|atpcl|clatp	47
HGNC:117	ACO1	aco1|aco1 gene|aconitase 1|acons|cytosplasmic aconitase|hel60|ireb1|irebp|irebp1|irp1|soluble aconitase	48
HGNC:118	ACO2	aco2|aco2 gene|aconitase 2|aconm|hel-s-284|icrd|mitochondrial aconitase|oca8|opa9	50
HGNC:119	ACOX1	acox|acox1|acox1 gene|acyl-coa oxidase 1|aox|mitch|palmcox|palmitoyl-coa oxidase|scox	51
HGNC:120	ACOX2	acox2|acox2 gene|acyl-coa oxidase 2|bcox|branched chain acyl-coa oxidase|brcacox|brcox|cbas6|thccox|trihydroxycoprostanoyl-coa oxidase	8309
HGNC:121	ACOX3	acox3|acox3 gene	8310
HGNC:122	ACP1	acid phosphatase 1|acid phosphatase of erythrocyte|acp1|acp1 gene|haap|lmw-ptp|lmwptp|low molecular weight phosphotyrosine protein phosphatase|red cell acid phosphatase	52
HGNC:123	ACP2	acp2|acp2 gene|lysosomal acid phosphatase	53
HGNC:124	ACP5	acp5|acp5 gene|hpap|human purple acid phosphatase|tartrate-resistant acid phosphatase|tracp|tracp5a|tracp5b|tratpase	54
HGNC:125	ACP3	5'-nt|acid phosphatase 3|acp-3|acp3|acp3 gene|acpp|prostatic acid phosphatase|tm-pap	55
HGNC:126	ACR	acr|acr gene|acrosin|acrosin light and heavy chain prepropeptide|preproacrosin	49
HGNC:127	ACRV1	acrosomal vesicle protein 1|acrv1|acrv1 gene|d11s4365|sp-10|spaca2|sperm protein 10	56
HGNC:129	ACTA1	acta|acta1|acta1 gene|asma|cftd|cftd1|cftdm|mpfd|nem1|nem2|nem3|nemaline myopathy type 3|shpm	58
HGNC:130	ACTA2	acta2|acta2 gene|actsa	59
HGNC:132	ACTB	actb|actb gene|actin beta|brws1|ps1tp5bp1|β-actin	60
HGNC:133	POTEH	a26c3|actbl1|ct104.7|pote ankyrin domain family member h|pote22|poteh|poteh gene	23784
HGNC:143	ACTC1	actc|actc1|actc1 gene|actin alpha cardiac muscle 1|asd5|cmd1r|cmh11|lvnc4	70
HGNC:144	ACTG1	actg|actg1|actg1 gene|actin gamma 1|dfna20|dfna26|hel-176	71
HGNC:145	ACTG2	acta3|acte|actg2|actg2 gene|actl3|actsg|mmihs5|vscm|vscm1	72
HGNC:160	ACTL6B	actin like 6b|actin-like 6|actl6|actl6b|actl6b gene|arpnalpha|baf53b|dee76|eiee76|iddssad|smarcn2	51412
HGNC:161	ACTL7A	actin like 7a|actl7a|actl7a gene	10881
HGNC:162	ACTL7B	actin like 7b|actl7b|actl7b gene|tact1	10880
HGNC:163	ACTN1	actinin alpha 1|actn1|actn1 gene|bdplt15	87
HGNC:164	ACTN2	actinin alpha 2|actn2|actn2 gene|cmd1aa|cmh23|mpd6|myocoz	88
HGNC:165	ACTN3	actinin alpha 3|actinin alpha 3 (gene/pseudogene)|actn3|actn3 gene|actn3d	89
HGNC:166	ACTN4	actinin alpha 4|actinin-4|actn4|actn4 gene|focal segmental glomerulosclerosis 1|fsgs|fsgs1	81
HGNC:167	ACTR1A	actin related protein 1a|actr1a|actr1a gene|arp1|arp1 actin related protein 1 homolog a|arp1a|centractin alpha|ctrn1	10121
HGNC:168	ACTR1B	actin related protein 1b|actr1b|actr1b gene|arp1 actin related protein 1 homolog b|arp1b|centractin beta|ctrn2	10120
HGNC:169	ACTR2	actin related protein 2|actr2|actr2 gene|arp2|arp2 actin related protein 2 homolog|arp2 actin-related protein 2 homolog (yeast)	10097
HGNC:170	ACTR3	actin related protein 3|actr3|actr3 gene|arp3|arp3 actin related protein 3 homolog|arp3 actin-related protein 3 homolog (yeast)	10096
HGNC:171	ACVR1	activin a receptor type 1|actri|acvr1|acvr1 gene|acvr1a|acvrlk2|alk2|skr1|tsri	90
HGNC:172	ACVR1B	activin a receptor type 1b|actrib|acvr1b|acvr1b gene|acvrlk4|alk4|skr2	91
HGNC:173	ACVR2A	activin a receptor type 2a|actrii|acvr2|acvr2a|acvr2a gene	92
HGNC:174	ACVR2B	activin a receptor type 2b|actr-iib|actriib|acvr2b|acvr2b gene|htx4	93
HGNC:175	ACVRL1	activin a receptor like type 1|activin a receptor type ii-like 1|activin a receptor type il|activin receptor-like kinase 1|acvrl1|acvrl1 gene|acvrlk1|alk-1|alk1|hht|hht2|orw2|skr3|tsr-i	94
HGNC:177	ACY1	acy-1|acy1|acy1 gene|acy1d|aminoacylase 1|hel-s-5	95
HGNC:179	ACYP1	acylphosphatase 1|acyp1|acyp1 gene|acype	97
HGNC:180	ACYP2	acylphosphatase 2|acym|acyp|acyp2|acyp2 gene	98
HGNC:186	ADA	ada|ada gene|ada1|adenosine deaminase	100
HGNC:188	ADAM10	a disintegrin and metalloproteinase domain 10|ad10|ad18|adam metallopeptidase domain 10|adam10|adam10 gene|cd156c|cdw156|hst18717|kuz	102
HGNC:189	ADAM11	a disintegrin and metalloproteinase domain 11|adam metallopeptidase domain 11|adam11|adam11 gene	4185
HGNC:190	ADAM12	a disintegrin and metalloproteinase domain 12 (meltrin alpha)|adam metallopeptidase domain 12|adam12|adam12 gene|adam12-ot1|car10|mcmp|mcmpmltna|meltrin alpha|mltn|mltna	8038
HGNC:193	ADAM15	a disintegrin and metalloproteinase domain 15 (metargidin)|adam metallopeptidase domain 15|adam15|adam15 gene|mdc15|metargidin	8751
HGNC:195	ADAM17	a disintegrin and metalloproteinase 17|adam metallopeptidase domain 17|adam17|adam17 gene|adam18|cartilage snake venom-like protease|cd156b|csvp|nisbd|nisbd1|tace|tnf-alpha convertase enzyme	6868
HGNC:196	ADAM18	a disintegrin and metalloproteinase domain 18|adam metallopeptidase domain 18|adam18|adam18 gene|adam27|tmdciii	8749
HGNC:197	ADAM19	a disintegrin and metalloproteinase domain 19 (meltrin beta)|adam metallopeptidase domain 19|adam19|adam19 gene|fksg34|maddam|meltrin beta|mltnb	8728
HGNC:198	ADAM2	adam metallopeptidase domain 2|adam2|adam2 gene|cancer/testis antigen 15|cryn1|cryn2|ct15|fertilin beta|ftnb|ph-30b|ph30|ph30-beta	2515
HGNC:199	ADAM20	a disintegrin and metalloproteinase domain 20|adam metallopeptidase domain 20|adam20|adam20 gene	8748
HGNC:200	ADAM21	a disintegrin and metalloproteinase domain 21|adam 21|adam metallopeptidase domain 21|adam21|adam21 gene|adam31	8747
HGNC:201	ADAM22	a disintegrin and metalloproteinase domain 22|adam 22|adam metallopeptidase domain 22|adam22|adam22 gene|dee61|eiee61|mdc2	53616
HGNC:202	ADAM23	a disintegrin and metalloproteinase domain 23|adam metallopeptidase domain 23|adam23|adam23 gene|mdc-3|mdc3	8745
HGNC:206	ADAM28	a disintegrin and metalloproteinase domain 28|adam 28|adam metallopeptidase domain 28|adam28|adam28 gene|emdc ii|emdcii|mdc-l|mdc-lm|mdc-ls|mdcl	10863
HGNC:207	ADAM29	a disintegrin and metalloproteinase domain 29|adam metallopeptidase domain 29|adam29|adam29 gene|cancer/testis antigen 73|ct73|svph1	11086
HGNC:208	ADAM30	a disintegrin and metalloproteinase domain 30|adam metallopeptidase domain 30|adam30|adam30 gene|svph4	11085
HGNC:214	ADAM7	a disintegrin and metalloproteinase domain 7|adam 7|adam metallopeptidase domain 7|adam-7|adam7|adam7 gene|eapi|gp-83|gp83	8756
HGNC:215	ADAM8	a disintegrin and metalloproteinase domain 8|adam metallopeptidase domain 8|adam8|adam8 gene|cd156|cd156a|ms2	101
HGNC:216	ADAM9	a disintegrin and metalloproteinase domain 9 (meltrin gamma)|adam metallopeptidase domain 9|adam9|adam9 gene|cone rod dystrophy 9|cord9|kiaa0021|mcmp|mdc9|meltrin gamma|mltng	8754
HGNC:217	ADAMTS1	adam metallopeptidase with thrombospondin type 1 motif 1|adamts1|adamts1 gene|c3-c5|kiaa1346|metalloprotease and thrombospondin-1|meth1	9510
HGNC:218	ADAMTS2	adam metallopeptidase with thrombospondin type 1 motif 2|adam-ts2|adamts-2|adamts-3|adamts2|adamts2 gene|edsderms|hpcpni|npi|pc i-np|pci-np|pcinp|pcpni|pnpi|procollagen i n-proteinase|procollagen n-endopeptidase	9509
HGNC:219	ADAMTS3	adam metallopeptidase with thrombospondin type 1 motif 3|adamts-4|adamts3|adamts3 gene|hklls3|kiaa0366	9508
HGNC:220	ADAMTS4	adam metallopeptidase with thrombospondin type 1 motif 4|adamts-2|adamts-4|adamts4|adamts4 gene|admp-1|kiaa0688	9507
HGNC:221	ADAMTS5	adam metallopeptidase with thrombospondin type 1 motif 5|adam-ts 11|adam-ts 5|adam-ts5|adamts-11|adamts-5|adamts11|adamts5|adamts5 gene|admp-2|aggrecanase-2	11096
HGNC:222	ADAMTS6	a disintegrin and metalloproteinase with thrombospondin motifs 6|adam metallopeptidase with thrombospondin type 1 motif 6|adam-ts 6|adam-ts6|adamts-6|adamts6|adamts6 gene	11174
HGNC:223	ADAMTS7	a disintegrin and metalloprotease with thrombospondin motifs-7 preproprotein|adam metallopeptidase with thrombospondin type 1 motif 7|adam-ts 7|adam-ts7|adamts-7|adamts7|adamts7 gene|compase|dkfzp434h204	11173
HGNC:224	ADAMTS8	adam metallopeptidase with thrombospondin type 1 motif 8|adam-ts8|adamts8|adamts8 gene|flj41712|meth2	11095
HGNC:225	ADAR	adar|adar gene|adar1|adenosine deaminase rna specific|ags6|drada|dsh|dsrad|g1p1|ifi-4|ifi4|interferon-induced protein 4|k88dsrbp|p136	103
HGNC:226	ADARB1	adar2|adar2a|adar2a-l1|adar2a-l2|adar2a-l3|adar2b|adar2c|adar2d|adar2g|adarb1|adarb1 gene|adenosine deaminase rna specific b1|draba2|drada2|hred1|nedhyms|red1|red1 homolog (rat)	104
HGNC:227	ADARB2	adar3|adarb2|adarb2 gene|adenosine deaminase rna specific b2 (inactive)|hred2|red2|red2 homolog (rat)	105
HGNC:228	ADAT1	adat1|adat1 gene|adenosine deaminase trna specific 1|hadat1	23536
HGNC:232	ADCY1	ac1|adcy1|adcy1 gene|adenylate cyclase 1|adenylate cyclase 1 (brain)|adenylyl cyclase subtype 1|dfnb44	107
HGNC:233	ADCY2	ac2|adcy2|adcy2 gene|adenylate cyclase 2|adenylate cyclase 2 (brain)|hbac2|kiaa1060	108
HGNC:234	ADCY3	ac-iii|ac3|adcy3|adcy3 gene|adenylate cyclase 3|bmiq19	109
HGNC:235	ADCY4	ac4|adcy4|adcy4 gene|adenylate cyclase 4	196883
HGNC:236	ADCY5	ac5|adcy5|adcy5 gene|adenylate cyclase 5|dskod|fdfm	111
HGNC:237	ADCY6	ac6|adcy6|adcy6 gene|adenylate cyclase 6|lccs8	112
HGNC:238	ADCY7	ac7|adcy7|adcy7 gene|adenylate cyclase 7|kiaa0037	113
HGNC:239	ADCY8	ac8|adcy8|adcy8 gene|adenylate cyclase 8|adenylate cyclase 8 (brain)|hbac1	114
HGNC:240	ADCY9	ac9|acix|adcy9|adcy9 gene|adenylate cyclase 9	115
HGNC:241	ADCYAP1	adcyap1|adcyap1 gene|adenylate cyclase activating polypeptide 1|adenylate cyclase activating polypeptide 1 (pituitary)|pacap|pituitary adenylate cyclase activating polypeptide|prepro-pacap	116
HGNC:242	ADCYAP1R1	adcyap receptor type i|adcyap1r1|adcyap1r1 gene|adenylate cyclase activating polypeptide 1 (pituitary) receptor type i|pac1|pac1r|pacap receptor 1|pacapr|pacapri|pituitary adenylate cyclase-activating polypeptide type 1 receptor	117
HGNC:243	ADD1	add1|add1 gene|adda|adducin 1|adducin 1 (alpha)|alpha-adducin	118
HGNC:244	ADD2	add2|add2 gene|addb|adducin 2|adducin 2 (beta)|beta-adducin	119
HGNC:245	ADD3	add3|add3 gene|addl|adducin 3|adducin 3 (gamma)|cpsq3|gamma-adducin	120
HGNC:248	PLIN2	adfp|adipophilin|adipose differentiation-related protein|adrp|perilipin 2|plin2|plin2 gene	123
HGNC:249	ADH1A	adh1|adh1a|adh1a gene	124
HGNC:250	ADH1B	adh1b|adh1b gene|adh2|hel-s-117	125
HGNC:251	ADH1C	adh1c|adh1c gene|adh3	126
HGNC:252	ADH4	adh-2|adh4|adh4 gene|hel-s-4	127
HGNC:253	ADH5	adh-3|adh5|adh5 gene|adhx|ameds|bmfs7|faldh|fdh|formaldehyde dehydrogenase|gsh-fdh|gsnor|hel-s-60p|s-nitrosoglutathione reductase	128
HGNC:255	ADH6	adh-5|adh6|adh6 gene|alcohol dehydrogenase 6 (class v)	130
HGNC:256	ADH7	adh-4|adh4|adh7|adh7 gene	131
HGNC:257	ADK	adenosine 5'-phosphotransferase|adenosine kinase|adk|adk gene	132
HGNC:259	ADM	adm|adm gene|adrenomedullin|pamp	133
HGNC:262	ADORA1	adenosine a1 receptor|adora1|adora1 gene|rdc7	134
HGNC:263	ADORA2A	a2ar|adenosine a2a receptor|adora2|adora2a|adora2a gene|rdc8	135
HGNC:264	ADORA2B	adenosine a2b receptor|adora2|adora2b|adora2b gene	136
HGNC:268	ADORA3	a3ar|ad026|adenosine a3 receptor|adora3|adora3 gene	140
HGNC:269	ADPRH	[protein adp-ribosylarginine] hydrolase|adp-ribosylarginine hydrolase|adprh|adprh gene|arh1|harh1	141
HGNC:270	PARP1	adp-ribosyltransferase (nad+; poly (adp-ribose) polymerase)|adprt|adprt 1|adprt1|artd1|padprt-1|parp|parp-1|parp1|parp1 gene|pars|poly(adp-ribose) polymerase 1|poly-parp|ppol	142
HGNC:271	PARP4	adp-ribosyltransferase (nad+; poly (adp-ribose) polymerase)-like 1|adprtl1|artd4|p193|parp-4|parp4|parp4 gene|parpl|ph5p|poly(adp-ribose) polymerase family member 4|vault poly(adp-ribose) polymerase|vault3|von willebrand factor a domain containing 5c|vparp|vwa5c	143
HGNC:272	PARP2	adp-ribosyltransferase (nad+; poly(adp-ribose) polymerase)-like 2|adprt2|adprtl2|adprtl3|artd2|padprt-2|parp-2|parp2|parp2 gene|poly(adp-ribose) polymerase 2	10038
HGNC:273	PARP3	adp-ribosyltransferase (nad+; poly (adp-ribose) polymerase)-like 3|adprt3|adprtl2|adprtl3|artd3|hparp-3|irt1|nad+ adp-ribosyltransferase 3|padprt-3|parp3|parp3 gene|poly(adp-ribose) polymerase 3|poly(adp-ribose) polymerase family member 3|poly(adp-ribose) synthetase-3	10039
HGNC:277	ADRA1A	adra1a|adra1a gene|adra1c|adra1l1|adrenoceptor alpha 1a|alpha1aar	148
HGNC:278	ADRA1B	adra1|adra1b|adra1b gene|adrenoceptor alpha 1b|alpha1bar	147
HGNC:280	ADRA1D	adra1|adra1a|adra1d|adra1d gene|adra1r|adrenoceptor alpha 1d|alpha1|dar|dj779e11.2	146
HGNC:281	ADRA2A	adra2|adra2a|adra2a gene|adra2r|adrar|adrenoceptor alpha 2a|alpha-2a-adrenergic receptor|alpha-2aar subtype c10|alpha2aar|znf32	150
HGNC:282	ADRA2B	adra2b|adra2b gene|adra2l1|adra2rl1|adrarl1|adrenoceptor alpha 2b|alpha-2bar|alpha2bar|fame2	151
HGNC:283	ADRA2C	adra2c|adra2c gene|adra2l2|adra2rl2|adrarl2|adrenoceptor alpha 2c|alpha2car	152
HGNC:285	ADRB1	adrb1|adrb1 gene|adrb1r|adrenoceptor beta 1|b1ar|beta1ar|fnss2|rhr	153
HGNC:286	ADRB2	adrb2|adrb2 gene|adrb2r|adrbr|adrenoceptor beta 2|b2ar|beta2ar	154
HGNC:288	ADRB3	adrb3|adrb3 gene|adrenoceptor beta 3|beta3ar	155
HGNC:289	GRK2	adrbk1|bark1|beta-ark1|g protein-coupled receptor kinase 2|grk2|grk2 gene	156
HGNC:290	GRK3	adrbk2|bark2|g protein-coupled receptor kinase 3|grk3|grk3 gene	157
HGNC:291	ADSL	adenylosuccinate lyase|adsl|adsl gene|amps|asase	158
HGNC:292	ADSS2	adeh|adenylosuccinate synthase|adenylosuccinate synthase 2|adss|adss 2|adss2|adss2 gene	159
HGNC:303	AEBP1	aclp|adipocyte enhancer binding protein 1|ae binding protein 1|ae-binding protein 1|aebp1|aebp1 gene|aortic carboxypeptidase-like protein	165
