P14060	3BHS1_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I|3-beta-hydroxy-5-ene steroid dehydrogenase|3-beta-hydroxy-Delta(5)-steroid dehydrogenase|3-beta-hydroxysteroid 3-dehydrogenase|3BHS1_HUMAN|Delta-5-3-ketosteroid isomerase|Dihydrotestosterone oxidoreductase|Steroid Delta-isomerase|Trophoblast antigen FDO161G
Q6DHV7	ADAL_HUMAN	ADAL_HUMAN|Adenosine deaminase-like|Adenosine deaminase-like protein|Adenosine deaminase-like protein isoform 1|N6-mAMP deaminase|N6-methyl-AMP aminohydrolase
Q7Z4H4	ADM2_HUMAN	ADM2_HUMAN|Intermedin|Protein ADM2
C9JUS6	ADM5_HUMAN	ADM5_HUMAN|Putative adrenomedullin-5-like|Putative adrenomedullin-5-like protein
Q16186	ADRM1_HUMAN	110 kDa cell membrane glycoprotein|ADRM1_HUMAN|Adhesion-regulating molecule 1|Proteasomal ubiquitin receptor ADRM1|Proteasome regulatory particle non-ATPase 13|Rpn13 homolog
P43652	AFAM_HUMAN	AFAM_HUMAN|Afamin|Alpha-albumin
Q8N556	AFAP1_HUMAN	110 kDa actin filament-associated|110 kDa actin filament-associated protein|AFAP1_HUMAN|Actin filament-associated protein 1
Q8IWK6	AGRA3_HUMAN	AGRA3_HUMAN|Adhesion G protein-coupled receptor A3|G-protein coupled receptor 125
O14514	AGRB1_HUMAN	AGRB1_HUMAN|Adhesion G protein-coupled receptor B1|Brain-specific angiogenesis inhibitor 1
O60241	AGRB2_HUMAN	AGRB2_HUMAN|Adhesion G protein-coupled receptor B2|Brain-specific angiogenesis inhibitor 2
Q16352	AINX_HUMAN	66 kDa neurofilament|66 kDa neurofilament protein|AINX_HUMAN|Alpha-internexin|Neurofilament 5
Q9P2G1	AKIB1_HUMAN	AKIB1_HUMAN|Ankyrin repeat and IBR domain-containing protein 1
Q9NQ31	AKIP1_HUMAN	A-kinase-interacting protein 1|AKIP1_HUMAN|Breast cancer-associated gene 3|Breast cancer-associated gene 3 protein|PKA-interacting|PKA-interacting protein|Proline-rich protein BCA3
Q9NWT8	AKIP_HUMAN	28S ribosomal protein S38, mitochondrial|AKIP_HUMAN|Aurora kinase A-interacting|Aurora kinase A-interacting protein|Mitochondrial small ribosomal subunit protein mS38
Q9H9L7	AKIR1_HUMAN	AKIR1_HUMAN|Akirin-1
Q53H80	AKIR2_HUMAN	AKIR2_HUMAN|Akirin-2
P30038	AL4A1_HUMAN	AL4A1_HUMAN|Aldehyde dehydrogenase family 4 member A1|Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial|L-glutamate gamma-semialdehyde dehydrogenase
P20292	AL5AP_HUMAN	AL5AP_HUMAN|Arachidonate 5-lipoxygenase-activating|Arachidonate 5-lipoxygenase-activating protein|FLAP|MK-886-binding|MK-886-binding protein
Q9BVK2	ALG8_HUMAN	ALG8_HUMAN|Asparagine-linked glycosylation protein 8 homolog|Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase|Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase|Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
Q8N6M5	ALLC_HUMAN	ALLC_HUMAN|Allantoate amidinohydrolase|Probable inactive allantoicase
Q15699	ALX1_HUMAN	ALX homeobox protein 1|ALX1_HUMAN|Cartilage homeoprotein 1
Q8N6M6	AMPO_HUMAN	AMPO_HUMAN|Aminopeptidase O
P04746	AMYP_HUMAN	1,4-alpha-D-glucan glucanohydrolase|AMYP_HUMAN|Pancreatic alpha-amylase
Q9Y2G4	ANKR6_HUMAN	ANKR6_HUMAN|Ankyrin repeat domain-containing protein 6|Diversin
Q92527	ANKR7_HUMAN	ANKR7_HUMAN|Ankyrin repeat domain-containing protein 7|Testis-specific protein TSA806
Q96BM1	ANKR9_HUMAN	ANKR9_HUMAN|Ankyrin repeat domain-containing protein 9
Q6ZW76	ANKS3_HUMAN	ANKS3_HUMAN|Ankyrin repeat and SAM domain-containing protein 3
Q68DC2	ANKS6_HUMAN	ANKS6_HUMAN|Ankyrin repeat and SAM domain-containing protein 6|Ankyrin repeat domain-containing protein 14|SamCystin|Sterile alpha motif domain-containing protein 6
A6NFN9	ANKUB_HUMAN	ANKUB_HUMAN|Ankyrin repeat and ubiquitin domain-containing 1|Protein ANKUB1
Q9P2S6	ANKY1_HUMAN	ANKY1_HUMAN|Ankyrin repeat and MYND domain-containing protein 1|Testis-specific ankyrin-like protein 1|Zinc finger MYND domain-containing protein 13
Q9NW15	ANO10_HUMAN	ANO10_HUMAN|Anoctamin-10|Transmembrane protein 16K
Q5XXA6	ANO1_HUMAN	ANO1_HUMAN|Anoctamin-1|Discovered on gastrointestinal stromal tumors protein 1|Oral cancer overexpressed protein 2|Transmembrane protein 16A|Tumor-amplified and overexpressed sequence 2
Q9NQ90	ANO2_HUMAN	ANO2_HUMAN|Anoctamin-2|Transmembrane protein 16B
Q9BYT9	ANO3_HUMAN	ANO3_HUMAN|Anoctamin-3|Transmembrane protein 16C
Q32M45	ANO4_HUMAN	ANO4_HUMAN|Anoctamin-4|Transmembrane protein 16D
P07355	ANXA2_HUMAN	ANXA2_HUMAN|Annexin A2|Annexin II|Annexin-2|Calpactin I heavy chain|Calpactin-1 heavy chain|Chromobindin-8|Lipocortin II|Placental anticoagulant protein IV|Protein I|p36
P12429	ANXA3_HUMAN	35-alpha calcimedin|ANXA3_HUMAN|Annexin A3|Annexin III|Annexin-3|Inositol 1,2-cyclic phosphate 2-phosphohydrolase|Lipocortin III|Placental anticoagulant protein III
P09525	ANXA4_HUMAN	35-beta calcimedin|ANXA4_HUMAN|Annexin A4|Annexin IV|Annexin-4|Carbohydrate-binding protein p33/p41|Chromobindin-4|Endonexin I|Lipocortin IV|P32.5|PP4-X|Placental anticoagulant protein II|Protein II
O75843	AP1G2_HUMAN	AP-1 complex subunit gamma-like 2|AP1G2_HUMAN|Gamma2-adaptin
Q9BXS5	AP1M1_HUMAN	AP-1 complex subunit mu-1|AP-mu chain family member mu1A|AP1M1_HUMAN|Adaptor protein complex AP-1 subunit mu-1|Adaptor-related protein complex 1 subunit mu-1|Clathrin assembly protein complex 1 mu-1 medium chain 1|Clathrin coat assembly protein AP47|Clathrin coat-associated protein AP47|Golgi adaptor HA1/AP1 adaptin mu-1 subunit|Mu-adaptin 1|Mu1A-adaptin
Q9Y6Q5	AP1M2_HUMAN	AP-1 complex subunit mu-2|AP-mu chain family member mu1B|AP1M2_HUMAN|Adaptor protein complex AP-1 subunit mu-2|Adaptor-related protein complex 1 subunit mu-2|Clathrin assembly protein complex 1 mu-2 medium chain 2|Golgi adaptor HA1/AP1 adaptin mu-2 subunit|Mu-adaptin 2|Mu1B-adaptin
Q9Y2T2	AP3M1_HUMAN	AP-3 adaptor complex mu3A subunit|AP-3 complex subunit mu-1|AP3M1_HUMAN|Adaptor-related protein complex 3 subunit mu-1|Mu-adaptin 3A|Mu3A-adaptin
P53677	AP3M2_HUMAN	AP-3 complex subunit mu-2|AP3M2_HUMAN|Adaptor-related protein complex 3 subunit mu-2|Clathrin assembly protein assembly protein complex 3 mu-2 medium chain|Clathrin coat assembly protein AP47 homolog 2|Clathrin coat-associated protein AP47 homolog 2|Golgi adaptor AP-1 47 kDa protein homolog 2|HA1 47 kDa subunit homolog 2|Mu3B-adaptin|P47B
Q92572	AP3S1_HUMAN	AP-3 complex subunit sigma-1|AP-3 complex subunit sigma-3A|AP3S1_HUMAN|Adaptor-related protein complex 3 subunit sigma-1|Clathrin-associated/assembly/adaptor protein, small 3|Sigma-3A-adaptin|Sigma-adaptin 3a
O95996	APCL_HUMAN	APCL_HUMAN|Adenomatous polyposis coli protein 2|Adenomatous polyposis coli protein-like
P25054	APC_HUMAN	APC_HUMAN|Adenomatous polyposis coli|Adenomatous polyposis coli protein|Deleted in polyposis 2.5
Q92482	AQP3_HUMAN	AQP3_HUMAN|Aquaglyceroporin-3|Aquaporin-3
P55087	AQP4_HUMAN	AQP4_HUMAN|Aquaporin-4|Mercurial-insensitive water channel|WCH4
P55064	AQP5_HUMAN	AQP5_HUMAN|Aquaporin-5
Q96IT6	ARAS1_HUMAN	ARAS1_HUMAN|ARHGAP5 antisense RNA 1|ARHGAP5 antisense gene protein 1|Putative uncharacterized protein ARHGAP5-AS1
Q8N726	ARF_HUMAN	ARF_HUMAN|Alternative reading frame|Cyclin-dependent kinase inhibitor 2A|Tumor suppressor ARF|p14ARF
Q8N1W1	ARG28_HUMAN	190 kDa guanine nucleotide exchange factor|ARG28_HUMAN|Rho guanine nucleotide exchange factor|Rho guanine nucleotide exchange factor 28
A8MVX0	ARG33_HUMAN	ARG33_HUMAN|Rho guanine nucleotide exchange factor 33
A5YM69	ARG35_HUMAN	ARG35_HUMAN|Rho guanine nucleotide exchange factor 35|Rho guanine nucleotide exchange factor 5-like|Rho guanine nucleotide exchange factor 5-like protein
Q8N4T4	ARG39_HUMAN	ARG39_HUMAN|Rho guanine nucleotide exchange factor 39
Q9NWB6	ARGL1_HUMAN	ARGL1_HUMAN|Arginine and glutamate-rich protein 1
A1IGU5	ARH37_HUMAN	ARH37_HUMAN|Rho guanine nucleotide exchange factor 37
Q9NXL2	ARH38_HUMAN	ARH38_HUMAN|Rho guanine nucleotide exchange factor 38
P36404	ARL2_HUMAN	ADP-ribosylation factor-like protein 2|ARL2_HUMAN
P36405	ARL3_HUMAN	ADP-ribosylation factor-like protein 3|ARL3_HUMAN
Q6NXE6	ARMC6_HUMAN	ARMC6_HUMAN|Armadillo repeat-containing protein 6
Q9H6L4	ARMC7_HUMAN	ARMC7_HUMAN|Armadillo repeat-containing protein 7
Q8IUR7	ARMC8_HUMAN	ARMC8_HUMAN|Armadillo repeat-containing protein 8
Q7Z3E5	ARMC9_HUMAN	ARMC9_HUMAN|Armadillo repeat-containing protein 9|LisH domain-containing protein ARMC9|Melanoma/melanocyte-specific tumor antigen KU-MEL-1|NS21
P61158	ARP3_HUMAN	ARP3_HUMAN|Actin-like protein 3|Actin-related protein 3
P15289	ARSA_HUMAN	ARSA_HUMAN|Arylsulfatase A|Cerebroside-sulfatase
P15848	ARSB_HUMAN	ARSB_HUMAN|Arylsulfatase B|N-acetylgalactosamine-4-sulfatase
Q8N9N2	ASCC1_HUMAN	ASC-1 complex subunit p50|ASCC1_HUMAN|Activating signal cointegrator 1 complex subunit 1|Trip4 complex subunit p50
Q9H1I8	ASCC2_HUMAN	ASC-1 complex subunit p100|ASCC2_HUMAN|Activating signal cointegrator 1 complex subunit 2|Trip4 complex subunit p100
Q9BVC5	ASHWN_HUMAN	ASHWN_HUMAN|Ashwin
A6ND91	ASPDH_HUMAN	ASPDH_HUMAN|Aspartate dehydrogenase domain-containing|Aspartate dehydrogenase domain-containing protein
P26436	ASPX_HUMAN	ASPX_HUMAN|Acrosomal protein SP-10|Acrosomal vesicle protein 1
Q6HA08	ASTL_HUMAN	ASTL_HUMAN|Astacin-like metalloendopeptidase|Oocyte astacin|Ovastacin|ZP2-proteinase
O14525	ASTN1_HUMAN	ASTN1_HUMAN|Astrotactin-1
O75129	ASTN2_HUMAN	ASTN2_HUMAN|Astrotactin-2
O14983	AT2A1_HUMAN	AT2A1_HUMAN|Calcium pump 1|Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform|Endoplasmic reticulum class 1/2 Ca(2+) ATPase|Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
P16615	AT2A2_HUMAN	AT2A2_HUMAN|Calcium pump 2|Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform|Endoplasmic reticulum class 1/2 Ca(2+) ATPase|Sarcoplasmic/endoplasmic reticulum calcium ATPase 2
Q93084	AT2A3_HUMAN	AT2A3_HUMAN|Calcium pump 3|Sarcoplasmic/endoplasmic reticulum calcium ATPase 3
Q8WYN0	ATG4A_HUMAN	ATG4A_HUMAN|AUT-like 2 cysteine endopeptidase|Autophagy-related cysteine endopeptidase 2|Autophagy-related protein 4 homolog A|Cysteine protease ATG4A
Q9Y4P1	ATG4B_HUMAN	ATG4B_HUMAN|AUT-like 1 cysteine endopeptidase|Autophagy-related cysteine endopeptidase 1|Autophagy-related protein 4 homolog B|Cysteine protease ATG4B
Q6ZMM2	ATL5_HUMAN	ADAMTS-like protein 5|ATL5_HUMAN|Thrombospondin type-1 domain-containing protein 6
O00244	ATOX1_HUMAN	ATOX1_HUMAN|Copper transport protein ATOX1|Metal transport protein ATX1
O75947	ATP5H_HUMAN	ATP synthase peripheral stalk subunit d|ATP synthase subunit d, mitochondrial|ATP5H_HUMAN
P56385	ATP5I_HUMAN	ATP synthase membrane subunit e|ATP synthase subunit e, mitochondrial|ATP5I_HUMAN
P18859	ATP5J_HUMAN	ATP synthase peripheral stalk subunit F6|ATP synthase-coupling factor 6, mitochondrial|ATP5J_HUMAN
P00846	ATP6_HUMAN	ATP synthase subunit a|ATP6_HUMAN|F-ATPase protein 6
P48047	ATPO_HUMAN	ATP synthase peripheral stalk subunit OSCP|ATP synthase subunit O, mitochondrial|ATPO_HUMAN|Oligomycin sensitivity conferral|Oligomycin sensitivity conferral protein
O15072	ATS3_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 3|ATS3_HUMAN|Procollagen II N-proteinase|Procollagen II amino propeptide-processing enzyme
O75173	ATS4_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 4|ADMP-1|ATS4_HUMAN|Aggrecanase-1
Q9UNA0	ATS5_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 11|A disintegrin and metalloproteinase with thrombospondin motifs 5|ADMP-2|ATS5_HUMAN|Aggrecanase-2
Q9UKP5	ATS6_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 6|ATS6_HUMAN
Q9UKP4	ATS7_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 7|ATS7_HUMAN|COMPase
Q9UP79	ATS8_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 8|ATS8_HUMAN|METH-2|METH-8
Q9P2N4	ATS9_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 9|ATS9_HUMAN
Q5T686	AVPI1_HUMAN	AVPI1_HUMAN|Arginine vasopressin-induced protein 1
Q9H6S1	AZI2_HUMAN	5-azacytidine-induced protein 2|AZI2_HUMAN|NF-kappa-B-activating kinase-associated protein 1|TILP
O14977	AZIN1_HUMAN	AZIN1_HUMAN|Antizyme inhibitor 1|Ornithine decarboxylase antizyme inhibitor
Q96A70	AZIN2_HUMAN	AZIN2_HUMAN|Antizyme inhibitor 2|Arginine decarboxylase|Ornithine decarboxylase-like|Ornithine decarboxylase-like protein|ornithine decarboxylase paralog
P04920	B3A2_HUMAN	Anion exchange protein 2|B3A2_HUMAN|Non-erythroid band 3-like|Non-erythroid band 3-like protein|Solute carrier family 4 member 2
P48751	B3A3_HUMAN	Anion exchange protein 3|B3A3_HUMAN|CAE3/BAE3|Cardiac/brain band 3-like|Cardiac/brain band 3-like protein|Neuronal band 3-like|Neuronal band 3-like protein|Solute carrier family 4 member 3
Q96Q91	B3A4_HUMAN	Anion exchange protein 4|B3A4_HUMAN|Sodium bicarbonate cotransporter 5|Solute carrier family 4 member 9
P59052	B3AS1_HUMAN	B3AS1_HUMAN|B3GALT5 antisense RNA 1|B3GALT5 antisense gene protein 1|Putative uncharacterized protein B3GALT5-AS1
Q9NWV8	BABA1_HUMAN	BABA1_HUMAN|BRISC and BRCA1-A complex member 1|Mediator of RAP80 interactions and targeting subunit of 40 kDa|New component of the BRCA1-A complex
Q9NXR7	BABA2_HUMAN	BABA2_HUMAN|BRCA1-A complex subunit BRE|BRCA1/BRCA2-containing complex subunit 45|BRISC and BRCA1-A complex member 2|Brain and reproductive organ-expressed|Brain and reproductive organ-expressed protein
Q13072	BAGE1_HUMAN	Antigen MZ2-BA|B melanoma antigen 1|BAGE1_HUMAN|Cancer/testis antigen 2.1
Q86Y30	BAGE2_HUMAN	B melanoma antigen 2|BAGE2_HUMAN|Cancer/testis antigen 2.2
Q86Y29	BAGE3_HUMAN	B melanoma antigen 3|BAGE3_HUMAN|Cancer/testis antigen 2.3
Q86Y28	BAGE4_HUMAN	B melanoma antigen 4|BAGE4_HUMAN|Cancer/testis antigen 2.4
Q86Y27	BAGE5_HUMAN	B melanoma antigen 5|BAGE5_HUMAN|Cancer/testis antigen 2.5
Q13145	BAMBI_HUMAN	BAMBI_HUMAN|BMP and activin membrane-bound inhibitor homolog|Non-metastatic gene A|Non-metastatic gene A protein|Putative transmembrane protein NMA
P35613	BASI_HUMAN	5F7|BASI_HUMAN|Basigin|Collagenase stimulatory factor|Extracellular matrix metalloproteinase inducer|Hepatoma-associated antigen|Leukocyte activation antigen M6|OK blood group antigen|Tumor cell-derived collagenase stimulatory factor
P80723	BASP1_HUMAN	22 kDa neuronal tissue-enriched acidic|22 kDa neuronal tissue-enriched acidic protein|BASP1_HUMAN|Brain acid soluble protein 1|Neuronal axonal membrane protein NAP-22
Q9NWK9	BCD1_HUMAN	BCD1_HUMAN|Box C/D snoRNA protein 1|Serologically defined breast cancer antigen NY-BR-75|Zinc finger HIT domain-containing protein 6
Q9HAY6	BCDO1_HUMAN	BCDO1_HUMAN|Beta,beta-carotene 15,15'-dioxygenase|Beta-carotene dioxygenase 1|Beta-carotene oxygenase 1
Q9BYV7	BCDO2_HUMAN	B-diox-II|BCDO2_HUMAN|Beta,beta-carotene 9',10'-oxygenase|Beta-carotene dioxygenase 2|Carotenoid-cleaving dioxygenase, mitochondrial
O14874	BCKD_HUMAN	BCKD_HUMAN|Branched-chain alpha-ketoacid dehydrogenase kinase|[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial
O95999	BCL10_HUMAN	B-cell CLL/lymphoma 10|B-cell lymphoma/leukemia 10|BCL10_HUMAN|CARD-containing molecule enhancing NF-kappa-B|CARD-like apoptotic|CARD-like apoptotic protein|CED-3/ICH-1 prodomain homologous E10-like regulator|Cellular homolog of vCARMEN|Cellular-E10|Mammalian CARD-containing adapter molecule E10
A6H8Y1	BDP1_HUMAN	BDP1_HUMAN|Transcription factor IIIB 150|Transcription factor TFIIIB component B'' homolog|Transcription factor-like nuclear regulator
Q9HBH7	BEX1_HUMAN	BEX1_HUMAN|Brain-expressed X-linked protein 1|Protein BEX1
Q9BXY8	BEX2_HUMAN	BEX2_HUMAN|Brain-expressed X-linked protein 2|Protein BEX2
O00499	BIN1_HUMAN	Amphiphysin II|Amphiphysin-like|Amphiphysin-like protein|BIN1_HUMAN|Box-dependent myc-interacting protein 1|Bridging integrator 1|Myc box-dependent-interacting protein 1
Q9UBW5	BIN2_HUMAN	BIN2_HUMAN|Breast cancer-associated protein 1|Bridging integrator 2
Q9NQY0	BIN3_HUMAN	BIN3_HUMAN|Bridging integrator 3
P30411	BKRB2_HUMAN	B2 bradykinin receptor|BKRB2_HUMAN
P22003	BMP5_HUMAN	BMP5_HUMAN|Bone morphogenetic protein 5
P22004	BMP6_HUMAN	BMP6_HUMAN|Bone morphogenetic protein 6|VG-1-related|VG-1-related protein
P18075	BMP7_HUMAN	BMP7_HUMAN|Bone morphogenetic protein 7|Osteogenic protein 1
Q7Z5Y6	BMP8A_HUMAN	BMP8A_HUMAN|Bone morphogenetic protein 8A
P34820	BMP8B_HUMAN	BMP8B_HUMAN|Bone morphogenetic protein 8B|Osteogenic protein 2
Q9BWV1	BOC_HUMAN	BOC_HUMAN|Brother of CDO
Q96IK1	BOD1_HUMAN	BOD1_HUMAN|Biorientation defective protein 1|Biorientation of chromosomes in cell division protein 1|Protein FAM44B
O75936	BODG_HUMAN	BODG_HUMAN|Gamma-butyrobetaine dioxygenase|Gamma-butyrobetaine hydroxylase|Gamma-butyrobetaine,2-oxoglutarate dioxygenase
P15056	BRAF_HUMAN	BRAF_HUMAN|Proto-oncogene B-Raf|Serine/threonine-protein kinase B-raf|p94|v-Raf murine sarcoma viral oncogene homolog B1
Q7Z569	BRAP_HUMAN	BRAP2|BRAP_HUMAN|BRCA1-associated|BRCA1-associated protein|Impedes mitogenic signal propagation|RING finger protein 52|RING-type E3 ubiquitin transferase BRAP2|Renal carcinoma antigen NY-REN-63
P59051	BRAS2_HUMAN	ATP1A1 antisense RNA 1|ATP1A1 antisense gene protein 1|BRAS2_HUMAN|BRWD1 intronic transcript 2|Putative uncharacterized protein encoded by BRWD1-AS2
Q5PSV4	BRM1L_HUMAN	BRM1L_HUMAN|BRMS1-homolog protein p40|BRMS1-like protein p40|Breast cancer metastasis-suppressor 1-like|Breast cancer metastasis-suppressor 1-like protein
